"","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","YrSold","SalePrice","LotShapes","LotConfigs","Neighborhoods","BldgTypes","HouseStyles","Exterior_1st","Foundations","BsmtFin_Type1","Kitchen_Qual","GarageTypes"
"525",NA,32668,6,3,1957,1975,2035,2515,3,0,4,9,2,2,2007,200624,"IR1","CulDSac","Crawfor","1Fam","1Story","Wd Sdng","PConc","Rec","TA","Attchd"
"526",85,10200,6,5,1988,1989,1461,1509,2,0,3,5,1,2,2008,175000,"Reg","Inside","Timber","1Fam","SLvl","HdBoard","CBlock","GLQ","Gd","Attchd"
"527",60,6155,6,8,1920,1999,611,1362,2,0,3,6,0,2,2008,128000,"IR1","FR3","BrkSide","1Fam","2Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"528",60,7200,5,7,1955,2007,0,827,1,0,2,5,1,1,2010,107500,"Reg","Inside","NAmes","1Fam","1Story","VinylSd","Slab",NA,"TA","Detchd"
"529",50,5000,1,3,1946,1950,0,334,1,0,1,2,0,0,2007,39300,"Reg","Inside","BrkSide","1Fam","1Story","VinylSd","Slab",NA,"Fa",NA
"530",74,9056,8,5,2004,2004,707,1414,2,1,3,6,1,2,2006,178000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"531",70,7000,5,7,1910,1991,1117,1347,1,0,3,5,0,0,2008,107500,"Reg","Inside","Edwards","2fmCon","2Story","MetalSd","CBlock","GLQ","TA",NA
"532",57,8924,7,5,1998,1999,880,1724,2,1,3,8,0,2,2008,188000,"IR1","CulDSac","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"533",NA,12735,4,5,1972,1972,864,864,1,0,3,5,0,2,2008,111250,"IR1","FR2","NAmes","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Detchd"
"534",NA,11553,5,5,1968,1968,1051,1159,1,1,3,7,1,1,2006,158000,"IR1","Inside","Sawyer","1Fam","1Story","Plywood","CBlock","BLQ","TA","Attchd"
"535",NA,11423,8,5,2001,2002,1581,1601,2,0,3,6,1,2,2010,272000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"536",85,14601,9,5,2006,2006,1838,1838,2,0,2,8,1,3,2009,315000,"Reg","Inside","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"537",NA,11000,8,5,2000,2000,969,2285,2,1,4,8,1,3,2007,248000,"Reg","FR2","NoRidge","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"538",78,10140,7,5,1998,1999,1650,1680,2,0,3,7,1,2,2009,213250,"Reg","Inside","NWAmes","1Fam","1Story","VinylSd","PConc","LwQ","Gd","Attchd"
"539",34,4058,7,5,1998,1998,723,767,1,0,1,4,0,1,2007,133000,"Reg","Inside","NAmes","TwnhsE","SFoyer","MetalSd","PConc","GLQ","TA","Attchd"
"540",58,17104,7,5,2006,2006,654,1496,2,1,3,7,1,2,2006,179665,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"541",NA,13837,7,5,1988,1988,1204,2183,2,1,4,9,0,3,2006,229000,"IR1","Corner","NWAmes","1Fam","1.5Fin","HdBoard","PConc","GLQ","Gd","Attchd"
"542",70,8737,6,7,1923,1950,1065,1635,1,1,3,6,1,2,2007,210000,"IR1","Inside","BrkSide","1Fam","1.5Fin","BrkFace","BrkTil","Rec","TA","Detchd"
"543",54,7244,5,7,1970,1970,768,768,1,0,2,5,0,2,2007,129500,"Reg","Inside","Mitchel","1Fam","SFoyer","VinylSd","CBlock","ALQ","TA","Detchd"
"544",49,8235,5,7,1955,1995,825,825,1,0,2,4,0,2,2008,125000,"IR1","Inside","OldTown","1Fam","1Story","MetalSd","CBlock","LwQ","TA","Detchd"
"545",75,9375,7,5,2003,2004,912,2094,2,1,4,8,1,2,2009,263000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"546",53,4043,6,6,1977,1977,1069,1069,2,0,2,4,0,2,2008,140000,"Reg","Inside","NPkVill","TwnhsE","1Story","Plywood","CBlock","ALQ","TA","Attchd"
"547",50,6000,5,6,1957,1957,928,928,1,0,3,5,0,1,2008,112500,"Reg","Inside","OldTown","1Fam","1Story","BrkFace","CBlock","Rec","TA","Attchd"
"548",87,11146,8,5,2006,2006,1709,1717,2,0,3,7,1,3,2009,255500,"IR1","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"549",67,8777,4,5,1949,2003,0,1126,2,0,2,5,0,2,2009,108000,"Reg","Inside","Edwards","1Fam","1Story","VinylSd","CBlock",NA,"Gd","Detchd"
"550",85,10625,7,5,2003,2004,998,2046,2,1,3,8,1,3,2008,284000,"Reg","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"551",58,6380,5,6,1922,1950,993,1048,1,0,2,5,1,1,2006,113000,"Reg","Inside","BrkSide","1Fam","1.5Unf","MetalSd","BrkTil","Unf","TA","Detchd"
"552",69,14850,5,5,1957,1957,1092,1092,1,0,2,6,1,1,2006,141000,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"553",60,11040,4,6,1920,1950,637,1336,1,1,3,7,0,1,2006,108000,"Reg","Inside","IDOTRR","1Fam","1.5Fin","MetalSd","CBlock","Rec","TA","CarPort"
"554",57,21872,7,5,1996,1997,729,1446,2,1,3,6,1,2,2008,175000,"IR2","FR2","Gilbert","1Fam","2Story","HdBoard","PConc","GLQ","TA","Attchd"
"555",NA,3196,7,5,2003,2004,1374,1557,2,0,2,7,1,2,2006,234000,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"556",NA,11341,5,6,1957,1996,1392,1392,1,1,3,5,1,2,2010,121500,"IR1","Inside","Sawyer","1Fam","1Story","Wd Sdng","CBlock","ALQ","TA","Detchd"
"557",77,10010,5,5,1974,1975,1389,1389,1,0,2,6,1,2,2006,170000,"Reg","Inside","Mitchel","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"558",63,13907,5,6,1940,1969,996,996,1,0,3,6,1,0,2008,108000,"Reg","Inside","Edwards","1Fam","1Story","WdShing","CBlock","BLQ","TA",NA
"559",66,21780,6,7,1918,1950,1163,1674,2,0,4,8,1,2,2008,185000,"Reg","Inside","Edwards","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Detchd"
"560",NA,13346,7,5,1992,2000,1095,2295,2,1,4,9,1,2,2006,268000,"IR1","CulDSac","NoRidge","1Fam","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"561",66,6858,6,4,1915,1950,806,1647,1,1,4,6,0,1,2010,128000,"Reg","Corner","SWISU","1Fam","2Story","Wd Sdng","PConc","Unf","Fa","Detchd"
"562",77,11198,9,5,2005,2007,1122,2504,2,1,4,11,1,3,2008,325000,"IR1","Inside","StoneBr","1Fam","2Story","VinylSd","PConc","Unf","Ex","BuiltIn"
"563",70,10171,7,5,2004,2004,1517,1535,2,0,3,7,0,2,2010,214000,"IR1","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"564",79,12327,8,8,1983,2009,1496,2132,1,1,1,5,1,2,2009,316600,"IR1","Inside","SawyerW","1Fam","1.5Fin","Wd Sdng","CBlock","GLQ","Gd","BuiltIn"
"565",NA,7032,5,5,1979,1979,943,943,1,0,2,4,2,2,2006,135960,"IR1","Corner","NAmes","Duplex","SFoyer","MetalSd","CBlock","GLQ","TA","Detchd"
"566",74,13101,5,5,1965,1965,1728,1728,2,0,6,10,0,2,2008,142600,"IR1","Inside","NAmes","Duplex","1Story","HdBoard","CBlock","LwQ","TA","Detchd"
"567",60,7332,6,6,1959,1959,864,864,1,0,2,4,0,1,2006,120000,"Reg","Inside","NAmes","1Fam","1Story","WdShing","CBlock","BLQ","Gd","Attchd"
"568",83,13159,7,5,2009,2009,846,1692,2,1,3,6,0,2,2009,224500,"IR1","Corner","Timber","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"569",76,9967,7,5,2000,2000,384,1430,2,1,3,8,1,2,2007,170000,"IR1","Inside","Gilbert","1Fam","SLvl","VinylSd","PConc","Unf","TA","BuiltIn"
"570",70,10500,5,7,1971,2005,372,1109,1,0,3,5,0,1,2007,139000,"Reg","FR2","NAmes","1Fam","SLvl","MetalSd","CBlock","ALQ","TA","BuiltIn"
"571",80,8480,5,5,1947,1950,832,1216,1,0,2,6,0,1,2008,118500,"Reg","Inside","NAmes","1Fam","1.5Fin","MetalSd","CBlock","Rec","TA","Detchd"
"572",52,6292,7,7,1928,1950,861,1477,2,0,3,6,1,1,2009,145000,"Reg","Inside","SWISU","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Detchd"
"573",96,11777,5,6,1966,1966,1164,1320,1,0,3,6,2,2,2006,164500,"IR1","Inside","Sawyer","1Fam","SLvl","VinylSd","CBlock","LwQ","TA","Attchd"
"574",34,3604,7,5,2007,2007,689,1392,2,0,2,5,0,2,2008,146000,"Reg","Corner","Somerst","TwnhsE","2Story","VinylSd","PConc","Unf","Gd","Detchd"
"575",81,12150,5,5,1954,1954,1050,1795,2,0,4,7,0,1,2008,131500,"Reg","Inside","OldTown","1Fam","1.5Fin","MetalSd","BrkTil","Unf","TA","Attchd"
"576",NA,14585,6,6,1960,1987,1144,1429,1,0,3,7,2,2,2007,181900,"IR1","CulDSac","NAmes","1Fam","1Story","Wd Sdng","CBlock","BLQ","Gd","Attchd"
"577",81,11841,6,5,1990,1990,816,816,1,0,3,5,0,0,2007,118500,"Reg","Inside","Edwards","Duplex","SFoyer","HdBoard","CBlock","GLQ","TA",NA
"578",75,13500,10,9,1893,2000,1237,2775,3,1,3,9,1,2,2008,325000,"Reg","Inside","OldTown","1Fam","2.5Unf","Wd Sdng","BrkTil","Unf","Gd","Detchd"
"579",51,6120,4,7,1935,1995,884,1573,1,0,3,6,0,1,2009,133000,"Reg","Inside","BrkSide","1Fam","1.5Fin","AsbShng","BrkTil","Unf","Gd","Detchd"
"580",88,11443,8,5,2005,2006,1868,2028,2,0,2,7,2,3,2006,369900,"Reg","Inside","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"581",55,10267,6,7,1918,2000,816,838,1,0,2,5,0,1,2008,130000,"Reg","Inside","BrkSide","1Fam","1Story","Stucco","BrkTil","Rec","Fa","Detchd"
"582",74,8740,5,6,1982,1982,840,860,1,0,2,4,0,2,2009,137000,"IR1","Inside","Sawyer","1Fam","SFoyer","HdBoard","CBlock","ALQ","TA","Detchd"
"583",50,9100,5,6,1930,1960,742,935,1,0,2,4,0,1,2008,79500,"Reg","Inside","BrkSide","1Fam","1Story","VinylSd","BrkTil","Unf","TA","Detchd"
"584",64,8320,7,5,2004,2004,770,1582,2,1,3,6,0,2,2008,185900,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"585",97,13478,10,5,2008,2008,1722,2296,2,1,3,10,1,3,2009,451950,"IR1","Corner","NridgHt","1Fam","2Story","CemntBd","PConc","GLQ","Ex","BuiltIn"
"586",60,6600,5,8,1982,2003,816,816,1,0,2,4,0,2,2008,138000,"Reg","Inside","Mitchel","1Fam","1Story","HdBoard","PConc","GLQ","TA","Detchd"
"587",NA,4435,6,5,2003,2003,848,848,1,0,1,4,0,2,2009,140000,"Reg","Inside","CollgCr","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"588",88,7990,5,6,1975,1975,924,924,1,0,3,5,0,1,2008,110000,"IR1","Inside","CollgCr","1Fam","1Story","HdBoard","CBlock","Unf","TA","Detchd"
"589",69,11302,8,5,2005,2006,1814,1826,2,0,3,7,1,3,2006,319000,"IR1","Inside","StoneBr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"590",60,3600,6,7,1910,1993,684,1368,1,0,3,7,0,1,2006,114504,"Reg","Inside","OldTown","1Fam","2Story","VinylSd","CBlock","Unf","TA","Detchd"
"591",53,3922,7,5,2006,2007,1258,1402,0,2,2,7,1,3,2007,194201,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"592",80,12984,5,6,1977,1977,1430,1647,2,0,3,7,1,2,2006,217500,"Reg","Inside","Crawfor","1Fam","1Story","Plywood","CBlock","ALQ","Gd","Attchd"
"593",24,1950,6,6,1980,1980,716,1556,2,1,3,6,1,2,2008,151000,"Reg","Inside","Blueste","Twnhs","2Story","MetalSd","CBlock","LwQ","TA","Attchd"
"594",74,10927,8,5,2005,2005,1058,1904,2,1,3,8,1,2,2006,275000,"Reg","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","GLQ","Ex","BuiltIn"
"595",50,9000,6,6,1937,1950,780,1375,1,1,3,6,1,1,2007,141000,"Reg","Inside","IDOTRR","1Fam","1.5Fin","Wd Sdng","PConc","Unf","Gd","Detchd"
"596",80,10041,8,5,1992,1992,908,1915,2,1,3,8,1,2,2006,220000,"IR1","Inside","SawyerW","1Fam","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"597",30,3182,7,5,2004,2005,600,1200,2,1,2,4,0,2,2010,151000,"Reg","Inside","Somerst","TwnhsE","2Story","MetalSd","PConc","Unf","Gd","Detchd"
"598",88,12803,7,5,2002,2002,1494,1494,2,0,3,6,1,2,2008,221000,"IR1","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"599",85,13600,7,6,1965,1990,768,1986,2,1,3,7,3,2,2009,205000,"Reg","Inside","NAmes","1Fam","2Story","HdBoard","CBlock","BLQ","TA","Attchd"
"600",82,12464,5,5,1996,1996,1040,1040,1,0,3,6,0,2,2009,152000,"IR2","Corner","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Detchd"
"601",78,7800,5,8,1948,2002,896,2008,3,0,3,8,0,1,2006,225000,"Reg","Inside","Edwards","1Fam","2Story","MetalSd","CBlock","GLQ","Ex","Attchd"
"602",78,12168,8,6,1934,1998,965,3194,2,1,4,10,2,2,2007,359100,"Reg","Inside","Crawfor","1Fam","2Story","BrkFace","PConc","BLQ","TA","Basment"
"603",61,7943,4,5,1961,1961,1029,1029,1,0,3,5,0,1,2007,118500,"Reg","Inside","Sawyer","1Fam","1Story","VinylSd","CBlock","Rec","TA","Attchd"
"604",NA,11050,9,5,2000,2000,1440,2153,2,1,3,8,2,3,2009,313000,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Ex","Attchd"
"605",NA,10395,6,6,1978,1978,1032,1032,2,0,3,6,1,2,2007,148000,"IR1","FR2","NWAmes","1Fam","SLvl","HdBoard","CBlock","ALQ","TA","Attchd"
"606",NA,11885,8,5,2001,2001,1299,1872,2,1,3,7,1,2,2009,261500,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Ex","BuiltIn"
"607",70,8402,5,5,2007,2007,1120,1120,1,0,3,6,0,0,2007,147000,"Reg","Inside","Mitchel","1Fam","1Story","VinylSd","PConc","ALQ","TA",NA
"608",21,1491,4,6,1972,1972,630,630,1,0,1,3,0,0,2010,75500,"Reg","Inside","MeadowV","TwnhsE","SFoyer","CemntBd","CBlock","LwQ","TA",NA
"609",80,8800,6,7,1963,1963,936,1054,1,0,3,6,0,2,2010,137500,"Reg","Inside","NAmes","1Fam","SFoyer","MetalSd","PConc","GLQ","Gd","Attchd"
"610",NA,7861,6,5,2002,2003,783,1509,2,1,3,7,1,2,2006,183200,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"611",59,7227,6,6,1954,1954,832,832,1,0,2,4,0,2,2008,105500,"Reg","Corner","NAmes","1Fam","1.5Unf","MetalSd","CBlock","Unf","Gd","Detchd"
"612",90,11694,9,5,2007,2007,1822,1828,2,0,3,9,1,3,2007,314813,"Reg","Inside","NridgHt","1Fam","1Story","CemntBd","PConc","GLQ","Gd","Attchd"
"613",85,12244,8,5,2003,2003,1482,2262,2,1,4,10,2,3,2008,305000,"Reg","Inside","Timber","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"614",45,8248,3,3,1914,1950,864,864,1,0,2,5,0,0,2008,67000,"Reg","Inside","Edwards","1Fam","1Story","Stucco","BrkTil","BLQ","TA",NA
"615",90,10800,6,7,1974,1997,1522,2614,2,1,4,9,1,2,2008,240000,"Reg","Inside","NWAmes","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"616",71,7064,5,6,1977,1977,980,980,1,0,3,6,0,2,2009,135000,"Reg","Inside","Sawyer","1Fam","1Story","Plywood","CBlock","BLQ","TA","Detchd"
"617",NA,2117,6,5,2000,2000,756,1512,2,1,2,4,1,2,2007,168500,"Reg","Inside","Somerst","TwnhsE","2Story","MetalSd","PConc","GLQ","Gd","Detchd"
"618",80,10400,6,5,1972,1972,732,1790,1,2,4,8,1,2,2006,165150,"Reg","Inside","NWAmes","1Fam","2Story","VinylSd","CBlock","Rec","TA","Attchd"
"619",87,10000,6,6,1962,1962,1116,1116,1,1,3,5,0,2,2010,160000,"IR1","Corner","NAmes","1Fam","1Story","Wd Sdng","CBlock","Unf","TA","Attchd"
"620",NA,12342,5,5,1960,1978,978,1422,1,0,3,6,1,1,2007,139900,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Unf","TA","Attchd"
"621",80,9600,6,6,1955,1972,1156,1520,1,0,3,7,2,1,2010,153000,"Reg","Inside","NAmes","1Fam","SLvl","AsbShng","CBlock","BLQ","TA","Basment"
"622",70,11606,5,5,1969,1969,1040,2080,1,2,5,9,2,2,2007,135000,"IR1","Inside","NAmes","1Fam","2Story","Plywood","PConc","Rec","Fa","Attchd"
"623",82,9020,6,5,1964,1964,1248,1350,1,1,3,6,0,2,2008,168500,"Reg","Corner","NAmes","1Fam","SLvl","Plywood","CBlock","GLQ","TA","Attchd"
"624",50,9000,5,6,1880,1991,636,1750,1,0,3,8,0,1,2006,124000,"Reg","Corner","OldTown","1Fam","2Story","VinylSd","BrkTil","Unf","Ex","Detchd"
"625",34,4590,8,5,2006,2006,1554,1554,2,0,2,6,1,2,2007,209500,"Reg","Inside","NridgHt","Twnhs","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"626",80,9250,5,7,1954,2005,1056,1056,1,0,3,6,0,1,2007,139400,"Reg","Corner","NAmes","1Fam","1Story","Wd Sdng","CBlock","BLQ","TA","Attchd"
"627",64,6979,6,5,1980,1980,1056,1056,0,0,0,4,0,2,2010,144000,"Reg","Inside","OldTown","Duplex","SFoyer","Plywood","CBlock","GLQ","TA","Detchd"
"628",60,10896,6,7,1914,1995,1440,3395,2,0,8,14,0,0,2007,200000,"Reg","Inside","SWISU","2fmCon","2.5Fin","VinylSd","CBlock","LwQ","Fa",NA
"629",51,6120,2,3,1936,1950,264,800,1,0,1,4,1,0,2009,60000,"Reg","Inside","BrkSide","1Fam","1Story","AsbShng","BrkTil","Unf","Fa",NA
"630",50,6000,5,4,1954,1954,811,1387,2,0,3,7,0,1,2009,93000,"Reg","Inside","OldTown","2fmCon","1.5Fin","Wd Sdng","CBlock","Unf","Gd","BuiltIn"
"631",67,8777,5,7,1910,1950,796,796,1,0,2,4,0,0,2008,85000,"Reg","Inside","Edwards","1Fam","1Story","MetalSd","CBlock","Unf","TA",NA
"632",53,3982,8,5,2006,2006,1520,1567,2,0,1,7,1,3,2006,264561,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"633",62,12677,8,5,2003,2004,1518,1518,1,1,1,6,1,2,2008,274000,"IR1","Inside","NridgHt","TwnhsE","1Story","MetalSd","PConc","GLQ","Ex","Attchd"
"634",NA,7050,7,5,2001,2001,1057,1929,2,1,3,7,1,2,2007,226000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"635",75,13860,8,7,1972,1995,1952,2704,2,1,4,9,3,2,2009,345000,"Reg","Inside","NAmes","1Fam","SLvl","Plywood","CBlock","GLQ","Ex","Attchd"
"636",80,10793,5,5,1969,1969,780,1620,2,1,4,7,0,2,2007,152000,"Reg","Inside","NWAmes","1Fam","2Story","WdShing","CBlock","Rec","TA","Attchd"
"637",85,9187,9,5,2009,2009,1766,1766,2,1,2,7,1,3,2009,370878,"Reg","Inside","Somerst","1Fam","1Story","CemntBd","PConc","GLQ","Ex","Attchd"
"638",NA,10530,6,5,1971,1971,981,981,1,1,3,5,0,2,2007,143250,"IR1","Corner","NAmes","1Fam","1Story","Plywood","CBlock","ALQ","TA","Detchd"
"639",60,7200,5,5,1950,1950,0,1048,1,0,3,7,0,2,2008,98300,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock",NA,"TA","Detchd"
"640",85,10452,6,5,1953,1953,1094,1094,1,0,3,5,2,2,2008,155000,"IR1","Inside","Edwards","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"641",70,7700,6,5,1966,1966,756,1839,1,1,4,7,1,2,2010,155000,"Reg","Inside","NAmes","1Fam","2Story","MetalSd","CBlock","Unf","TA","Attchd"
"642",21,1936,4,6,1970,1970,630,630,1,0,1,3,0,0,2007,84500,"Reg","Inside","MeadowV","Twnhs","SFoyer","CemntBd","CBlock","BLQ","TA",NA
"643",65,8125,7,6,2007,2007,813,1665,2,1,3,7,0,2,2008,205950,"Reg","Inside","Somerst","1Fam","2Story","CemntBd","PConc","Unf","Gd","Attchd"
"644",60,9084,4,5,1940,1950,755,1510,1,0,4,7,1,1,2009,108000,"Reg","Inside","Edwards","1Fam","2Story","MetalSd","CBlock","Unf","TA","Detchd"
"645",70,8750,7,5,1996,1996,880,1716,2,1,2,7,1,2,2009,191000,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"646",60,10320,6,7,1906,1995,756,1469,1,0,3,7,0,1,2008,135000,"Reg","Inside","IDOTRR","1Fam","1.5Fin","MetalSd","CBlock","Unf","TA","Detchd"
"647",91,10437,8,6,1995,1995,2109,2113,2,1,2,7,1,3,2008,350000,"IR1","Inside","NoRidge","1Fam","1Story","MetalSd","PConc","GLQ","Gd","Attchd"
"648",21,1680,6,5,1971,1971,525,1092,1,1,3,6,0,1,2010,88000,"Reg","Inside","BrDale","Twnhs","2Story","HdBoard","CBlock","Unf","TA","Detchd"
"649",72,10007,5,7,1959,2006,1053,1053,1,1,3,5,0,1,2008,145500,"IR1","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","ALQ","Gd","Attchd"
"650",60,7200,7,6,1931,2000,776,1502,1,1,3,6,1,1,2008,149000,"Reg","Inside","Crawfor","1Fam","2Story","Stucco","BrkTil","Unf","TA","Attchd"
"651",78,17503,6,5,1948,1950,912,1458,1,0,3,6,1,1,2010,97500,"Reg","Inside","NAmes","1Fam","1.5Fin","VinylSd","CBlock","Unf","TA","Attchd"
"652",75,9937,5,7,1964,1999,1486,1486,1,0,3,7,0,2,2009,167000,"Reg","Corner","Edwards","1Fam","1Story","MetalSd","PConc","BLQ","TA","Detchd"
"653",NA,12384,7,7,1976,1976,793,1935,2,1,3,7,1,2,2007,197900,"Reg","CulDSac","NWAmes","1Fam","2Story","Plywood","CBlock","Unf","TA","Attchd"
"654",52,46589,8,7,1994,2005,1629,2448,2,1,4,8,1,3,2009,402000,"IR2","CulDSac","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"655",120,13560,6,3,1968,1968,1392,1392,1,0,2,5,2,2,2009,110000,"Reg","Corner","NAmes","1Fam","1Story","Wd Sdng","CBlock","Unf","TA","Attchd"
"656",90,10012,4,5,1972,1972,1138,1181,2,0,3,6,0,2,2008,137500,"Reg","Inside","Edwards","1Fam","SFoyer","Plywood","CBlock","BLQ","TA","Detchd"
"657",49,20896,8,5,2005,2006,2077,2097,1,1,1,8,1,3,2006,423000,"IR2","CulDSac","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"658",106,11194,8,5,2000,2000,1406,1936,2,1,3,7,1,2,2006,230500,"IR1","Corner","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"659",NA,18450,6,5,1965,1979,1021,2380,2,1,3,7,1,2,2007,129000,"IR1","Inside","NAmes","1Fam","2Story","Plywood","CBlock","LwQ","TA","CarPort"
"660",65,8125,6,5,1994,1998,1408,1679,2,0,3,7,1,2,2008,193500,"Reg","Inside","SawyerW","1Fam","1Story","HdBoard","PConc","GLQ","Gd","Attchd"
"661",NA,14175,5,6,1956,1987,1188,1437,1,1,3,6,1,2,2006,168000,"Reg","Corner","Sawyer","1Fam","1Story","CemntBd","CBlock","Rec","TA","Detchd"
"662",80,11600,4,5,1922,1950,700,1180,1,0,2,5,1,1,2006,137500,"Reg","Inside","Crawfor","1Fam","1Story","MetalSd","BrkTil","Unf","Fa","Detchd"
"663",64,8633,6,5,2005,2005,738,1476,2,1,3,7,0,2,2009,173500,"Reg","FR2","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"664",54,6629,6,6,1925,1950,672,1369,2,0,3,6,0,1,2009,103600,"Reg","Inside","Edwards","1Fam","2Story","Wd Sdng","BrkTil","BLQ","TA","Detchd"
"665",NA,11250,6,6,1977,1977,1208,1208,1,1,3,6,1,2,2006,165000,"IR1","Inside","Veenker","1Fam","1Story","Plywood","CBlock","ALQ","TA","Attchd"
"666",110,14442,6,7,1957,2004,1477,1839,2,0,3,7,2,2,2007,257500,"Reg","Inside","Crawfor","1Fam","1Story","CemntBd","PConc","GLQ","Gd","Attchd"
"667",80,9200,6,6,1965,1965,1136,1136,1,0,3,5,1,1,2008,140000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"668",24,2289,6,6,1978,1978,855,1441,2,1,3,7,1,2,2009,148500,"Reg","Inside","NPkVill","Twnhs","2Story","Plywood","CBlock","ALQ","TA","Attchd"
"669",60,9600,4,2,1900,1950,1095,1774,2,0,4,8,0,3,2006,87000,"Reg","Inside","OldTown","1Fam","2Story","AsbShng","BrkTil","Unf","TA","2Types"
"670",52,9022,5,8,1924,2006,768,792,1,0,2,5,0,1,2009,109500,"Reg","Inside","OldTown","1Fam","1Story","VinylSd","BrkTil","Unf","Gd","Detchd"
"671",80,11844,8,5,2008,2008,2046,2046,2,1,3,7,1,3,2009,372500,"IR1","Inside","StoneBr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"672",NA,9945,5,5,1961,1961,988,988,1,0,3,5,0,2,2007,128500,"IR1","Inside","Sawyer","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Detchd"
"673",50,8012,6,5,1980,1980,923,923,2,0,2,5,1,1,2010,143000,"Reg","Inside","SawyerW","TwnhsE","1Story","Plywood","CBlock","BLQ","TA","Attchd"
"674",55,4500,5,5,1932,2000,793,1520,1,0,3,6,0,1,2009,159434,"IR2","Inside","SWISU","1Fam","1.5Fin","VinylSd","BrkTil","Rec","TA","Detchd"
"675",NA,2887,6,5,1996,1997,1291,1291,1,0,2,6,1,2,2008,173000,"Reg","Inside","ClearCr","1Fam","1Story","Wd Sdng","PConc","GLQ","Gd","Attchd"
"676",90,11248,9,5,2002,2002,1626,1668,2,0,3,7,1,3,2007,285000,"IR1","Corner","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
